Horodatage,Channel,Mot_A429
235254,0,88F5A369
235400,1,2A1AE496
236254,0,0A89EEE1
236399,1,D7E13BA9
237254,0,558883F0
237399,1,07434792
238254,0,17F6DAEF
238399,1,9D56E6B5
239254,0,02F68DE3
239399,1,27ED6819
240254,0,168C7869
240420,1,0E455FD6
241254,0,A117FC70
241400,1,BBD77353
242274,0,AFE40014
242420,1,ED50FD84
243254,0,8A8E7E06
243399,1,AAA190E2
244254,0,9CABBAFA
244379,1,00ADD487
245254,0,ED1C5A01
245399,1,BF5B5583
246254,0,958E5995
246400,1,0BEC47A0
247254,0,AE1F8FB2
247399,1,C39E2CF9
248254,0,4179D953
248399,1,B7405B31
249254,0,BC856AC7
249399,1,A436CB46
250254,0,31D4D7D9
250400,1,379F17DC
251254,0,6B2DEF91
251399,1,25506AC1
252254,0,A8C1F1DB
252379,1,087B7399
253254,0,3CE44233
253399,1,3A58534E
254254,0,D9EEE04E
254399,1,58B2BC8E
255254,0,925D7EFB
255399,1,13EF7E4E
256254,0,91BA8A0F
256379,1,34AA9581
257274,0,A47A3501
257380,1,8CC7672F
258254,0,F6BA1B7D
258400,1,13E6784E
259254,0,9ECAAAB6
259399,1,B0795630
260254,0,24ADD7F2
260399,1,03DE7B8B
261265,0,05078ED8
261423,1,B449CE50
262280,0,5D4CEAE9
262405,1,829D452C
263264,0,64CA9D10
263409,1,14089BB3
264266,0,BBB0A497
264371,1,793D4012
265268,0,D9F6CB09
265394,1,4C4F038C
266270,0,50A618F5
266395,1,9DC19E60
267272,0,E14CFA8F
267397,1,B5FA66E9
268273,0,B7633BD4
268379,1,06854288
269254,0,3FA4AF36
269399,1,4780B436
270254,0,C3A34E0D
270400,1,66D2C5F6
271254,0,ACABAF49
271399,1,E356BD12
272254,0,A9F24498
272420,1,5452A385
273258,0,F73F534D
273405,1,60E1678E
274262,0,5BF906F7
274388,1,CDCD95D8
275265,0,32E7AE75
275410,1,0B3CC393
276267,0,B12CC1C4
276413,1,2BC5F437
277229,0,63A52BE6
277375,1,963C9523
278272,0,98C99A19
278418,1,088FECDE
279254,0,EFF1C061
279399,1,E12CCA68
280254,0,55011D4B
280399,1,33B887DB
281254,0,FDEECA95
281399,1,C2A32DCA
282254,0,9765124B
282399,1,F7B9A31A
283254,0,906E1E97
283399,1,10403D36
284254,0,BDFAD453
284400,1,1532C138
285254,0,C8967175
285400,1,B5417AC7
286258,0,794D322A
286384,1,7858FB24
287261,0,A6FA0CC2
287407,1,1C931D6C
288264,0,3C19509F
288410,1,44A800DF
289267,0,50C0B1BB
289392,1,5783C32C
290268,0,F344F93C
290373,1,1779505C
291271,0,C97573B7
291416,1,40BDEA5F
292254,0,939D94BA
292379,1,D336B7BC
293254,0,1663D06C
293400,1,666DC0F4
294254,0,95841200
294399,1,23F35F3D
295254,0,6A67870E
295400,1,B2DE9492
296254,0,60644367
296399,1,48797B49
297274,0,97AE6CB6
297420,1,2B5D938E
298274,0,92DAF5F0
298379,1,AA4685E0
299254,0,81F9AD03
299399,1,061232F5
300254,0,9B0ED3DD
300420,1,8B2D05E0
301254,0,FB67A00C
301379,1,16E3EAB6
302254,0,DCB79C21
302399,1,3BAB50E8
303254,0,1589CBD5
303399,1,22668BD2
304254,0,07512493
304419,1,AA2BECA1
305254,0,774D5DE7
305400,1,ACDDB4CD
306254,0,18240D64
306379,1,53736EEE
307254,0,7A10C782
307379,1,37987EBF
308254,0,8FA22E95
308399,1,62B23E6C
309254,0,7E85718A
309399,1,995AC1B0
310254,0,057014F4
310399,1,4F5215DC
311254,0,5C9ABD7D
311399,1,06AD97F0
312254,0,BF6C34A6
312399,1,256BDE93
313254,0,28FAC32E
313399,1,C2F85BB9
314254,0,E512AEEB
314399,1,66485228
315254,0,0013854A
315399,1,B41D738D
316254,0,E7B46B02
316400,1,5444F918
317254,0,1627B67A
317399,1,26D283AE
318254,0,9C5D99C0
318399,1,B71B2387
319274,0,0C46363B
319420,1,F5CE63AC
320257,0,3627B64A
320382,1,3CBF3029
321280,0,F77C5B62
321364,1,0D170741
322282,0,44F5014F
322367,1,FF4F41ED
323265,0,D3F6D93F
323370,1,FDDEDE0E
324267,0,59093913
324393,1,5E0E81E0
325270,0,D86D8949
325395,1,85336602
326252,0,827AA0FD
326397,1,35F776C5
327254,0,55A9996F
327379,1,E2EB40FB
328274,0,3605FC82
328379,1,2B2BFAA2
329254,0,6646F3D4
329399,1,415B085F
330274,0,32034B0E
330400,1,6F9BCC49
331254,0,742CA1D8
331379,1,4AEF7FE5
332254,0,85CF2477
332399,1,31EC8792
333274,0,7E82169B
333400,1,48F99B9A
334254,0,6E5BEC69
334399,1,A2E7DC6E
335274,0,4A9ACDEC
335420,1,315F1921
336254,0,EA220181
336399,1,F14A551B
337254,0,4B5BB064
337420,1,88608778
338274,0,AF776111
338399,1,E4EAAC76
339274,0,5BAF517E
339379,1,AAB654E7
340254,0,8EFD35B9
340420,1,D4A322C7
341254,0,D87AC004
341399,1,516EED75
342254,0,949476D4
342399,1,9B5C0432
343254,0,6E163A88
343399,1,0C4883E0
344254,0,F2514763
344400,1,3247FCF1
345254,0,E5A4154E
345399,1,F9BE67B2
346254,0,A06CF82C
346399,1,A97F8A4A
347274,0,0D31072B
347400,1,72695A29
348254,0,609CC31D
348420,1,C8847318
349254,0,04A85F56
349400,1,0211499D
350254,0,54567465
350399,1,48D2A3DE
351254,0,DDBC5152
351399,1,00C1D9BA
352254,0,23A232BF
352419,1,A596AEBC
353254,0,281B6C0D
353399,1,B63082FE
354254,0,E63BACDE
354399,1,9C42FDB7
355254,0,ED4C898D
355399,1,10B27FC4
356274,0,FD906D14
356420,1,123B0DDC
357254,0,6444AA8A
357399,1,8598965A
358254,0,2B7C1E5B
358400,1,64B85921
359237,0,ABB8ECEF
359383,1,19831EDB
360280,0,742E0E19
360385,1,0C1B4647
361262,0,B98BA22D
361408,1,1EB773ED
362265,0,9894C81E
362370,1,C6B372B8
363267,0,F4527D1E
363393,1,6B75B2AB
364269,0,41B58463
364414,1,2F84ABF1
365270,0,82DE7E48
365396,1,B8FF0029
366273,0,A5DCD45C
366398,1,1FB93047
367254,0,DFAD9097
367399,1,E45B46C1
368274,0,867B21C4
368420,1,1163BB64
369254,0,84CFD4DF
369400,1,F7AF78EE
370254,0,097C9114
370399,1,1607770C
371274,0,36B5B485
371419,1,B623CE09
372254,0,16A47898
372399,1,1B53C95B
373274,0,8B2AEE9A
373379,1,583CE1D5
374233,0,873AC93D
374420,1,09AF7D16
375274,0,B890EAC0
375400,1,F1F851D3
376254,0,3FBEF45A
376379,1,70001F00
377274,0,ADE3EFD1
377380,1,87D97AB3
378254,0,E6993D6C
378379,1,343D05B8
379274,0,85791743
379400,1,F6E40E89
380274,0,DD92B5E9
380420,1,699C31AE
381245,0,E856779E
381382,1,70138C3C
382259,0,A8730A4F
382384,1,0022E951
383261,0,72F9195D
383407,1,5ABA19F5
384265,0,D3EDB73E
384411,1,C1F05544
385268,0,B6334F3A
385393,1,0064D06A
386250,0,DD8B73D3
386395,1,3234B20D
387273,0,25E5CB3B
387379,1,D4CD07D8
388274,0,072960E1
388419,1,0DE2E24F
389254,0,4E5C5A14
389399,1,EF00DB42
390254,0,DC455200
390399,1,A5712193
391234,0,EC619C4E
391400,1,6E1F23BB
392254,0,71069B82
392400,1,FAB31DBC
393254,0,ED218BA3
393379,1,E3A19AF0
394234,0,A6B70E5E
394400,1,8082A320
395257,0,73078BBF
395382,1,981D4D14
396260,0,37B3536D
396385,1,71F41359
397263,0,F3DFD234
397389,1,AFAC695C
398266,0,C8B3D408
398371,1,FB7BE92C
399227,0,C5C22C87
399393,1,B1704FD8
400250,0,43A504D3
400396,1,50BF6833
401253,0,82D1D916
401399,1,E01294AB
402254,0,7FE3D838
402400,1,B28DFAA9
403233,0,A08E333F
403379,1,A1A933D6
404254,0,5B49DFD2
404399,1,72818554
405254,0,80EE5F35
405379,1,8188C7A1
406254,0,536978E9
406380,1,DDBBF3AC
407254,0,3C240B8D
407400,1,CC0AEDAE
408274,0,091CC10E
408420,1,F7CCE1EA
409274,0,23496059
409399,1,E01175A1
410254,0,AE9DFD1B
410399,1,6712ED90
411254,0,82522911
411399,1,F3151D6F
412274,0,75B6037B
412379,1,0CE28F02
413274,0,61433CEA
413420,1,6162A6D1
414274,0,B44997D1
414420,1,27EB8ED2
415274,0,33E7F604
415420,1,EE3FCE60
416254,0,7664DBEA
416400,1,899C2862
417294,0,47C137D3
417399,1,B608F771
418254,0,0C9983BA
418400,1,5882A90E
419254,0,4C0BF1A8
419400,1,C612F5AE
420254,0,46D0EDC9
420379,1,1BCFE450
421254,0,38480E97
421399,1,754C7521
422254,0,D6C39E9A
422399,1,285DBEFD
423254,0,1BB1FED4
423379,1,99118D29
424254,0,2130FC2F
424399,1,EBF94F04
425254,0,CFC3CAE8
425399,1,88F9A0CE
426254,0,8B8FB69D
426399,1,EB9D0F3B
427254,0,597C9B47
427399,1,BD502781
428254,0,9EBED3BF
428399,1,365B4DD5
429254,0,FB8F74D5
429400,1,65460357
430254,0,63536601
430400,1,594A7321
431254,0,0CEC823B
431399,1,CAFD2123
432254,0,F76F247A
432400,1,80ED76B6
433254,0,43689EEB
433400,1,A8F50642
434258,0,A4CDAC2D
434404,1,0AFE563D
435261,0,61A96794
435407,1,127A8FA7
436265,0,32DA3896
436370,1,37F9E562
437267,0,00FC4F40
437392,1,619A65A8
438269,0,BDFD918C
438394,1,A2E8EFA1
439250,0,07E6BFB8
439396,1,55BDDE85
440252,0,AAC3A427
440398,1,D5D481D0
441254,0,090A8FAA
441399,1,16FD6FE6
442254,0,0777C756
442399,1,8779CDA2
443254,0,2E33E925
443399,1,33792086
444274,0,68AAD562
444400,1,D08BE469
445254,0,63F731DE
445399,1,E66675C6
446254,0,4F88A328
446399,1,63164C50
447254,0,FDEB6EEA
447399,1,8BB2EA67
448254,0,55D15CB6
448379,1,1717F453
449254,0,9E24C7B4
449399,1,1997233B
450274,0,7BE62E67
450400,1,BC367117
451294,0,ACFBFDF2
451420,1,CFF6E57D
452254,0,B2408723
452379,1,DC215C7A
453254,0,ADC7B60B
453399,1,1C483B24
454254,0,2DACAD84
454399,1,5660E95D
455254,0,C06BA570
455399,1,2ED99B46
456274,0,56878081
456379,1,0BAD89F6
457254,0,CA5E1F12
457399,1,D79EF709
458254,0,9C3EBB84
458399,1,F633253F
459254,0,A28B867D
459400,1,42CDF7A0
460254,0,AD31A4F5
460379,1,40A4343E
461274,0,846DA89C
461400,1,E45B2518
462285,0,65C86DFC
462391,1,AD4DBD83
463243,0,859FA69A
463389,1,2501AC39
464262,0,1B347F49
464388,1,B5535B8E
465261,0,7AF6BF9E
465387,1,F4509B29
466253,0,9012C63D
466422,1,E60BE168
467265,0,D0DD6E1A
467403,1,5EB29E95
468292,0,5E603F62
468377,1,0537375F
469274,0,4192FDDC
469399,1,9263EB26
470254,0,CEDAE24B
470399,1,BCFA5240
471274,0,752B858B
471379,1,E7C3F038
472254,0,F7DF612B
472399,1,89B93D80
473274,0,517EA504
473400,1,D52B1DFF
474274,0,236D1B68
474399,1,83D7D613
475254,0,9B96FB09
475400,1,912F1425
476254,0,1A44FDC5
476379,1,C562615B
477254,0,9ABFDDED
477399,1,33B652E7
478254,0,A4A38326
478399,1,E85033C1
479274,0,4022AFAA
479399,1,FD9863E5
480294,0,43E49D6E
480420,1,77A1B2ED
481274,0,90A5D7FD
481400,1,C7C00665
482254,0,475F488F
482400,1,926516C9
483254,0,2B80785E
483399,1,B14BA313
484254,0,72D1168C
484400,1,86161F75
485274,0,8A3BA8D8
485399,1,666C2473
486274,0,375059C4
486399,1,E50A8C1F
487274,0,2F6F0AEA
487400,1,8B3F4BC0
488254,0,753A53A0
488400,1,4252AE3E
489254,0,9483DAD0
489399,1,39C29CE7
490274,0,7274242A
490399,1,F583B4CE
491274,0,0C6B0FCC
491400,1,EBCFDAFF
492277,0,E76ED815
492382,1,BAE5E628
493259,0,86CC3687
493405,1,6BF294AF
494283,0,CA30E0C2
494408,1,DEDDAFD3
495265,0,19B08FF2
495411,1,C14760FE
496267,0,07F565B1
496393,1,79E37B66
497250,0,75B28C1A
497376,1,48E9C6A9
498254,0,78915E16
498399,1,0E90C33D
499254,0,BD8F9411
499399,1,0DF34291
500258,0,23712D61
500424,1,D4BA4514
501261,0,30AF7FB8
501407,1,4B59F287
502264,0,35F6A4C6
502410,1,6EB0DD42
503267,0,DD4596D1
503393,1,3844940D
504270,0,398D794E
504375,1,58677941
505252,0,A9F9EACA
505398,1,BEF1404B
506254,0,A898F9CC
506400,1,8BF15510
507254,0,06689DF4
507399,1,7D62C53C
508254,0,C63D37D6
508380,1,AA1CD54B
509274,0,B337ABDE
509400,1,9A47CCAC
510274,0,09227D4F
510400,1,1C522354
511254,0,2827038F
511400,1,8A51D785
512274,0,F749FBC8
512420,1,FF102906
513254,0,7596FE1B
513399,1,CA4ADE22
514274,0,57E2FCE1
514400,1,BEA2CFC1
515254,0,7D2420EF
515399,1,FBBD96BA
516274,0,6221871B
516400,1,4EEC8F9E
517254,0,7DC34A1D
517420,1,435F9A45
518254,0,7AFA5169
518400,1,B7C1B267
519254,0,63A1DFB2
519399,1,35CD08C2
520274,0,AC70FF46
520400,1,8D0EAEF5
521274,0,5F946872
521400,1,831E0080
522254,0,C6D2C87F
522399,1,548A13F7
523254,0,4FA46A40
523399,1,59A9BFB3
524254,0,64E7E19C
524420,1,C2F1C4F0
525254,0,60924A25
525399,1,ECFCA176
526274,0,9F8F85FC
526379,1,37CC1775
527274,0,1F3315C8
527400,1,1E63EBB9
528254,0,CCD27E7D
528400,1,6445A7B2
529254,0,F7CC3D3C
529400,1,E780EF76
530254,0,CB45D355
530399,1,C73A40D0
531274,0,13E557DC
531420,1,E63C9030
532274,0,0E6A2AE1
532379,1,FEF98769
533258,0,1F0E07EA
533383,1,610FCC76
534289,0,786E8550
534386,1,92F70445
535263,0,D7EC990E
535409,1,C34D43C8
536265,0,B7D52FB7
536371,1,089C5D25
537248,0,5CC4410C
537374,1,8E11C079
538271,0,63C078B1
538397,1,3010D5A6
539254,0,B579A2E2
539400,1,3AE37EA4
540254,0,8EBE39B9
540399,1,45BB7DCE
541254,0,78B9FC3D
541399,1,DD6E5F41
542258,0,BB82BAC8
542404,1,A65BF856
543261,0,40AD6FFD
543386,1,8F46C09F
544264,0,B76F13C3
544370,1,30270B0C
545267,0,5FEC90BE
545393,1,C06B43C0
546250,0,7969B94D
546416,1,0477800C
547253,0,CE31D5D6
547379,1,5A9FB035
548256,0,A9EAA862
548382,1,78D5868D
549259,0,3344BFB8
549364,1,6E91F0DA
550262,0,D259EEB1
550408,1,3F3B735C
551265,0,7928DBC6
551391,1,0D99B6D8
552268,0,D67A1CEE
552373,1,367E4D74
553270,0,97574745
553396,1,643C9B9E
554253,0,8DF9AD8F
554398,1,0C7EA7D1
555254,0,3C6B4C5D
555399,1,8E57AD9B
556254,0,857A498F
556400,1,EA6F0CD4
557254,0,56EBC90C
557399,1,FB3A428B
558274,0,3279BCF5
558399,1,871F93F5
559254,0,3FBAA234
559399,1,B102135C
560254,0,055BD53B
560399,1,B995765C
561274,0,2141AD8A
561400,1,E48B83D9
562254,0,4E7D6B3B
562399,1,B64D9190
563252,0,464AD736
563378,1,AE17760C
564250,0,F6FDD993
564376,1,0B24431A
565250,0,BD226D98
565375,1,F735F06C
566248,0,2A7B206B
566373,1,94ABFDBA
567247,0,C2FC092E
567392,1,89E89318
568246,0,D631A13A
568384,1,8D14141B
569245,0,32B44559
569423,1,4FD4D3DF
570245,0,96A6D913
570412,1,A2543451
571268,0,4B446A37
571414,1,30D61D8A
572251,0,9DEAE41C
572377,1,1B6FB17C
573254,0,AED09343
573399,1,3F48BF07
574254,0,17621BF7
574399,1,0D5A0CBA
575254,0,460FC1DC
575400,1,CCBD440B
576254,0,F1C1E694
576399,1,C07EB07D
577254,0,F26606F1
577400,1,9FC3829F
578254,0,3594F397
578399,1,24EE4A6C
579254,0,1A16B6C2
579420,1,5E9DE3D8
580254,0,630CF5BF
580400,1,DC5A3B44
581254,0,1BA494C1
581399,1,A3879D9C
582254,0,1899C0E7
582380,1,FBD01475
583254,0,284F9DAE
583400,1,35825212
584254,0,BB9022F7
584400,1,67AF11BF
585254,0,B7E5B6EF
585399,1,27BBA41A
586254,0,D5E2AAC0
586400,1,A5128EFA
587254,0,5741B6E3
587399,1,9CE64979
588277,0,8985E63B
588382,1,36AE8B9E
589259,0,AC730E1B
589364,1,DDC6999B
590262,0,DAE9652E
590367,1,63490F6A
591265,0,1FD62267
591410,1,633E1CA5
592267,0,8EC4835A
592413,1,FE868FC7
593249,0,CB704C23
593396,1,71E77C1B
594253,0,A3638AEC
594398,1,86F78C28
595254,0,85828CCA
595379,1,D40590A8
596254,0,52CC35C5
596379,1,775B99F8
597254,0,876D750C
597420,1,8D1F2099
598266,0,F6ED01DC
598382,1,90007E71
599281,0,32BFF2BB
599366,1,C093F907
600262,0,2B9B3191
600367,1,69760840
601265,0,C2599962
601370,1,395FEA6F
602268,0,A4B4CAAA
602373,1,2D86D583
603271,0,F1FB8054
603416,1,B5577AD4
604273,0,BBCA9D45
604398,1,84D8AF52
605254,0,0419884F
605399,1,45DBB9A4
606254,0,E631DCF9
606399,1,28C23FB9
607254,0,3A32303F
607400,1,016BBAB9
608254,0,BB7FD3CA
608420,1,0E943EC7
609254,0,6C13CB25
609399,1,F567F6A3
610254,0,23650564
610379,1,B264ED16
611274,0,D62EE5BB
611399,1,96BBE1DD
612254,0,E031ADD3
612419,1,9AC31888
613254,0,75BC3520
613380,1,791AFB75
614254,0,6D12D80D
614420,1,DEE77699
615254,0,02890DA4
615400,1,ABD4C8A8
616254,0,8B342121
616399,1,31AE159F
617254,0,EADD2D61
617400,1,04C487ED
618254,0,6C5F1603
618399,1,80C3E474
619274,0,D6E43267
619399,1,FE103771
620254,0,62040652
620420,1,650F87F2
621254,0,C92B35AF
621400,1,F4BDB137
622254,0,4CB6E649
622400,1,BC0894E6
623254,0,9753FD3A
623400,1,AE10FAB2
624254,0,41DB88C1
624400,1,30467316
625254,0,08719DBD
625400,1,FA66923B
626258,0,424FB960
626405,1,72EE46F7
627262,0,965E2448
627387,1,F021525D
628264,0,442AA3E4
628410,1,3D94CC7A
629267,0,0E271994
629413,1,9AF2F84F
630249,0,2EE75CCD
630394,1,88B6DD7F
631271,0,2ABBC3A2
631376,1,ADEB67D1
632254,0,91EA12D0
632399,1,44565BC4
633254,0,79C76125
633399,1,501FDD3B
634254,0,6E2E4CCC
634400,1,1C25D8F0
635254,0,FEA916A9
635420,1,F61CE7B9
636254,0,4E1D3004
636400,1,6E08DB78
637254,0,D6569373
637379,1,8A0210C2
638274,0,E5184533
638419,1,15642425
639254,0,12EC0059
639400,1,4BAB8C05
640254,0,8E4F2CC4
640400,1,D3FADDB1
641254,0,3C61A00B
641400,1,2053AF46
642254,0,B0CCF646
642400,1,11020A1D
643254,0,10A5833D
643400,1,E646C95F
644254,0,D8DDB25E
644420,1,BD91F16F
645254,0,BB95E641
645399,1,6FB30D7B
646254,0,A4E5B136
646400,1,D5575C58
647259,0,D804D80F
647404,1,61B5EC52
648262,0,32EC69B3
648387,1,0FADD73D
649264,0,5343E42D
649390,1,A803093F
650246,0,AA539844
650392,1,49C4B823
651248,0,6A57D957
651394,1,2E1E02CD
652271,0,2339DADA
652396,1,771E8677
653274,0,951DC875
653420,1,7FFED7F0
654254,0,88A509FA
654399,1,0F60A7BF
655274,0,3F25005F
655399,1,29A7F67D
656254,0,18BE68D4
656420,1,42B143AD
657254,0,6A515CE0
657400,1,A588E544
658254,0,F4269541
658399,1,AFFD1E17
659254,0,5D46281B
659400,1,6090D6A0
660254,0,7C8C3E93
660400,1,5203C4D8
661257,0,238DCB80
661402,1,54383713
662259,0,449671E1
662405,1,B4D7DD41
663261,0,A395ED0E
663386,1,4067F8B4
664284,0,2D9362FB
664369,1,6AD5C9CF
665266,0,A033DD71
665392,1,4DDE1B89
666249,0,8BFFADD7
666374,1,0E0096AC
667272,0,1A738785
667419,1,AC470E31
668255,0,566C05FC
668381,1,30D09C9E
669258,0,17D65F35
669424,1,558685F2
670261,0,DDAA6F9C
670387,1,BB89BC96
671264,0,CE06BEEB
671390,1,481DD42E
672267,0,F5CF52DD
672372,1,3CF9BB63
673249,0,01FB26ED
673394,1,A2534A2E
674251,0,3FC20455
674397,1,A46B1F03
675254,0,DE54BEF9
675400,1,7A6A29EE
676254,0,4633F6B4
676420,1,13634025
677274,0,01ED9F18
677420,1,5C87AEFC
678257,0,1B1E7355
678382,1,B8111165
679260,0,0A0C6AA4
679365,1,DABE9846
680262,0,D690C191
680367,1,29F93627
681265,0,AE9511A4
681370,1,08FC076D
682268,0,13979C8A
682393,1,F06837E0
683250,0,51205130
683395,1,D0EC74E8
684251,0,110CDFD7
684397,1,038B332D
685254,0,8ACB1548
685400,1,CA46528E
686254,0,26D17602
686400,1,4ED508C8
687254,0,BB5E2F5B
687400,1,C91F3351
688254,0,3D9ED1B2
688399,1,F631502E
689257,0,46AEFB69
689383,1,45FE93AC
690260,0,9F1DBDB1
690386,1,A25B9BB8
691264,0,0DD86F3D
691390,1,0A85C126
692267,0,5CAA3381
692393,1,27C87FC4
693249,0,4B65FDAA
693394,1,435C7218
694271,0,3C22625C
694396,1,78C38AE3
695273,0,95E9C8E8
