Horodatage,Channel,Mot_A429
40605,0,854D8CC0
40956,0,18DF365D
41331,0,4D904957
41685,0,57B3E9DA
42047,0,FCBE6EE6
42397,0,2CB40BBA
42764,0,CF4FC406
43125,0,E7D9E98A
43485,0,75B3D017
43840,0,BDEABDFF
44205,0,E09EA49A
44562,0,839C6ED9
44919,0,B4F60D55
45276,0,E3E00A2A
45636,0,EA2AD9C9
46000,0,62411A99
46360,0,66C89EA7
46726,0,A27114C1
47082,0,555B3243
47443,0,251A578D
47804,0,FF434AF8
48157,0,4EB3A304
48519,0,0B4BB412
48880,0,1CE3CC75
49237,0,1011E309
49605,0,B0A0F872
49960,0,D3EFEB2E
50333,0,4958EE7A
50684,0,992088D7
51044,0,2D31F1C7
51398,0,6DFEA93B
51762,0,343BE3C6
52122,0,49F7AD81
52486,0,A72D8F02
52838,0,E52871C5
53202,0,A5E0E6D0
53562,0,C0B9CA4D
53926,0,CECA6852
54279,0,5BFC96FC
54640,0,83D152DA
55004,0,7E8F30A6
55362,0,AA309FA0
55725,0,579FE542
56083,0,8F54E682
56444,0,29D16F11
56800,0,A1CB25FD
57165,0,BAF98FCA
57525,0,A40F6D70
57881,0,20FD7640
58246,0,2D7AFC09
58604,0,2C1F3BF1
58958,0,619372E4
59331,0,42FAA930
59685,0,43433F16
60045,0,7455295B
60406,0,2FA5CBC8
60759,0,833C7070
61116,0,070CC81A
61476,0,938CA368
61838,0,49283A82
62204,0,7F34D3EA
62564,0,30BD4CBA
62925,0,2F64C6BA
63279,0,BC83BD1E
63642,0,ECFB6A44
64006,0,A89930BE
64357,0,F9BBED13
64722,0,254877C7
65083,0,235EE3F6
65447,0,DB24C1FD
65797,0,D76260B9
66160,0,A20247AB
66523,0,402A45D7
66881,0,7B6BDCA1
67245,0,CFD9EB30
67598,0,CDF28F42
67963,0,766AB882
68332,0,B878D9DC
68683,0,EA04762E
69040,0,14765951
69404,0,3703B505
69760,0,9CFB0A2C
70124,0,7DA23CD5
70477,0,278E7BC4
70838,0,4B483961
71202,0,10F3EFA5
71562,0,F6777367
71916,0,7665E038
72280,0,88485603
72641,0,4CD92D36
73005,0,D32F78E5
73366,0,B0EA1A8C
73722,0,F7A7528C
74082,0,B4322460
74446,0,02F38D17
74803,0,59EB8BC4
75166,0,8CFAA715
75519,0,7C89AC6D
75882,0,4F8093B5
76243,0,A9B56B54
76604,0,65A9DB1A
76959,0,60DCF261
77331,0,6C6D59C9
77682,0,82F5C1D7
78042,0,2F43DEA9
78403,0,AFBF2683
78764,0,35E0E086
79116,0,3317F446
79479,0,3167B259
79835,0,7122D6DD
80202,0,8332DA17
80563,0,FB5DE4FB
80917,0,D5FEB175
81280,0,FB721093
81645,0,DCFAAC2F
82005,0,713B8DA6
82366,0,5A15BC59
82719,0,41732857
83083,0,11408882
83436,0,29D0ABC6
83803,0,C558B02B
84157,0,D00E0B9C
84520,0,F7C3709A
84884,0,15557E4F
85240,0,0183CF52
85601,0,FF2A5BB5
85963,0,711EDF8D
86329,0,ABF77006
86683,0,AFD75EB0
87041,0,588154D9
87401,0,5FD09B4F
87766,0,9BBABA24
88119,0,66D8AC96
88478,0,DF61F424
88844,0,99B012CD
89198,0,AFE0D77C
89558,0,FEAE58C3
89923,0,1592418A
90280,0,086D7FB5
90643,0,FCECC295
91006,0,339911E5
91360,0,B26ED9B3
91722,0,A129C1C2
92083,0,52CB81E0
92436,0,F7927F8A
92800,0,20E38297
93165,0,FC44E897
93526,0,2CDBB75D
93880,0,AE3E3E47
94244,0,8D926714
94604,0,453762D5
94956,0,C6F19D5B
95332,0,5B19CEDF
95682,0,AAE01A0C
96035,0,4F42BC9C
96399,0,18B878A5
96763,0,A75F65C7
97116,0,76F8680E
97478,0,199D8884
97844,0,751F1252
98206,0,59FDC28C
98556,0,ABBBA88C
98917,0,CBCE1ECC
99283,0,6D4DE254
99644,0,481DCB65
99997,0,F21F5207
100365,0,48AAB2F2
100717,0,84F5D3AE
101083,0,6AE80DFE
101443,0,B339454B
101800,0,74BD4D13
102163,0,AD36DC64
102523,0,047EDBB4
102880,0,E9228F16
103244,0,C9311B7A
103605,0,1493ABD2
103956,0,7490E902
104330,0,FF01269A
104684,0,02C25262
105041,0,88079BDF
105402,0,499031B9
105762,0,344B6273
106115,0,C99AA3C9
106478,0,9AB449E1
106844,0,7816BD55
107198,0,3D5BCAA0
107561,0,3D7717E3
107925,0,3B26D4CD
108282,0,2EADBA37
108642,0,E222DC08
109003,0,4B86393E
109364,0,3BCEB8E1
109719,0,94B8CD81
110083,0,D4416B22
110436,0,69A39653
110800,0,2507D727
111163,0,DF903AC1
111523,0,04D49F09
111877,0,2EA75613
112241,0,87562CFA
112604,0,5961CD02
112959,0,AB6A8E6A
113330,0,AB1FBE78
113683,0,57A9F8F2
114044,0,969FF957
114396,0,C2942A12
114763,0,D9AB3D9C
115117,0,98DC6AD0
115479,0,C955C45F
115839,0,F7B5207B
116202,0,0777A49D
116562,0,FAB4E9E9
116916,0,2E243061
117284,0,690C77CD
117636,0,2B410DAC
117996,0,F93835DD
118360,0,8781123C
118726,0,06F295D8
119082,0,4E657450
119446,0,3617F4CB
119802,0,122B5A4C
120166,0,5CCC0AE8
120523,0,7F3C8BFB
120879,0,C572BD73
121243,0,A9555901
121595,0,2F9689FA
121958,0,D8A0CF4A
122331,0,4D501057
122681,0,14CBB7A0
123042,0,AC44A90C
123395,0,C5EA3A30
123762,0,3895671A
124123,0,1D96F44E
124483,0,D8FD64D7
124838,0,93C91103
125202,0,0BDC890A
125565,0,426B4DEF
125920,0,ACF40FFA
126276,0,29A64FBE
126639,0,5A0090B0
127003,0,8DBDC586
127363,0,3AD17F3A
127717,0,FEF50303
128080,0,2CF76145
128443,0,0DA15EB6
128799,0,314C9DE6
129163,0,4E30B103
129515,0,7460F463
129881,0,DCA27545
130245,0,EC70B3F5
130604,0,5358986B
130958,0,53F3623B
131327,0,AD3DDD25
131675,0,C7BC3507
132042,0,95A170FA
132397,0,D575AA57
132756,0,92A892A9
133122,0,743EBE11
133477,0,60F3F28A
133836,0,5879F18D
134203,0,0F851DD0
134556,0,252F3CD2
134923,0,864A4210
135280,0,9E2C2F78
135643,0,88646E76
136001,0,BC48290B
136364,0,FBD47CA6
136721,0,3F602788
137078,0,46CC83CA
137441,0,9EFE6EBE
137798,0,63278EDC
138156,0,7324C571
138519,0,B81563D0
138876,0,0AE8B3CE
139243,0,3F938D78
139596,0,362EF574
139963,0,069D457C
140326,0,C6174A23
140683,0,5968018B
141040,0,5F1CAA82
141398,0,43CCAC92
